target,vehicle_age,vehicle_value,vehicle_power,ph_age,licence_years,licence_points,ph_owns_home,annual_mileage
3241.704336917323,2,11522,98,42,12,0,1,9000
2772.3646824115867,3,8275,78,44,12,0,1,9000
2552.0672100583333,1,10263,81,59,18,0,1,9000
3097.6114409556203,4,7431,75,47,14,0,1,5000
2107.8990363025387,5,7943,79,57,21,0,0,6000
3364.5365699254376,8,7025,77,42,14,0,0,11000
3260.994922980128,2,8847,70,47,15,0,0,3000
2515.502860607245,2,8245,55,45,14,3,0,2000
2738.4308649464124,9,6235,77,45,11,3,1,5000
2710.5888477408207,7,8152,77,45,15,0,0,3000
3047.625587706226,1,11993,82,46,14,0,1,10000
2822.580171517545,5,10350,84,40,13,0,0,4000
3459.4732111956037,7,10461,90,49,15,3,0,8000
4062.710652388208,0,12013,107,33,9,3,0,4000
3210.8685245638994,3,11606,84,22,6,3,0,6000
1707.766070607223,1,8919,72,64,21,3,1,10000
2535.575511796198,3,17515,103,54,18,3,1,10000
2131.3631865329958,7,11788,91,53,19,6,0,3000
2542.071037382008,5,9174,NA,52,15,0,1,9000
2111.244274370958,2,9374,70,54,18,0,1,5000
2428.1789847401997,4,12808,103,57,20,0,0,7000
2127.8577453718212,8,8640,77,64,20,0,1,7000
2009.7775398603183,1,9690,66,56,19,0,1,8000
3281.457411607787,0,11551,77,44,13,3,1,9000
2859.7625757524747,1,10822,92,46,18,0,0,2000
2741.879704566016,6,10021,93,39,15,0,0,4000
3116.3972408768836,5,10746,89,51,16,0,1,12000
3377.2725797319245,5,8057,101,48,18,0,0,8000
2549.814016139283,2,9919,67,41,13,0,0,2000
2111.0083621205904,5,9872,94,64,21,3,1,4000
3070.298999319156,1,11981,81,35,10,0,0,2000
3429.846887463972,1,14531,86,36,13,0,0,8000
2827.0666571190095,4,8873,69,42,16,0,0,11000
3761.2714518931834,4,8760,78,40,12,3,1,5000
3361.6345216865775,5,13777,109,45,14,0,1,8000
2457.391117521438,5,7727,99,57,18,0,1,7000
3056.398628583384,7,9589,77,44,16,0,0,10000
2789.3211109391495,5,8757,69,36,11,0,0,6000
2910.007424632442,2,10759,74,38,11,0,0,11000
5470.213404345954,3,10684,80,30,3,0,1,9000
3180.8696878520004,4,9116,102,32,10,0,0,11000
6593.652380856745,7,15750,135,41,12,0,0,4000
3165.1835399315105,3,10462,80,37,9,3,1,11000
2627.1083129885583,0,9815,113,64,23,0,1,5000
1857.238967832344,1,10724,66,62,22,6,0,4000
2110.044824167142,9,7207,80,69,23,0,1,11000
3383.8517722559986,2,12745,101,54,18,3,1,11000
2088.0971496417296,4,8787,67,46,16,0,0,8000
3073.2338581548383,4,9161,94,38,11,0,0,2000
3691.2615450085755,3,9779,118,38,10,0,0,6000
3166.621451344585,1,13537,96,43,12,0,1,7000
4065.132647499245,4,12926,83,58,15,0,1,12000
2284.7738156466453,1,11164,65,53,17,0,1,9000
2148.1311458240066,5,9864,77,55,18,0,0,4000
2770.5484071749015,5,10312,102,46,17,3,0,5000
3118.2758621790886,2,9870,84,34,11,0,0,6000
3007.385666684036,1,15556,118,50,18,0,NA,4000
2682.628347706338,5,8645,98,45,15,0,0,4000
2190.900465871694,1,14752,68,66,20,0,1,11000
3282.0874349440637,6,11388,109,55,18,0,1,9000
2155.4427219673876,1,8682,75,56,18,3,1,4000
2856.117268945965,0,10096,101,50,20,0,0,5000
2491.5551447037624,2,10668,89,46,17,0,0,4000
2767.5593232929705,7,6380,75,44,13,3,1,6000
2592.9788616689953,1,9027,74,45,14,0,1,12000
2065.9676841254022,4,13072,95,54,20,3,0,10000
3834.645907162284,1,15924,117,45,17,0,0,10000
3225.44633061304,5,7748,87,37,15,3,0,8000
2202.3511559921903,6,8215,72,48,14,0,1,9000
2045.0295520883253,11,6432,80,54,17,0,1,13000
2874.9846163707653,2,9253,87,44,15,3,0,10000
3148.9771366598434,1,12653,78,42,11,0,1,6000
4330.407685661215,8,7998,73,22,5,0,0,5000
4082.8647431219483,2,12589,98,39,9,6,1,8000
2591.3615360639783,3,8937,75,51,17,0,0,9000
2847.6917967072295,1,11198,93,43,15,3,0,10000
3424.999451444883,2,9530,97,46,14,0,0,1000
2442.9455438936598,1,8993,95,50,19,0,0,4000
3166.324796343399,0,10744,78,37,8,0,1,12000
2292.899197108489,2,10843,121,59,19,0,1,6000
2686.8022131104335,0,13351,89,63,18,0,1,6000
3276.953355998402,4,12711,78,37,10,0,1,5000
2678.034599770379,6,9437,68,43,14,0,0,7000
2425.2710808351967,4,9015,102,52,20,6,0,5000
2703.778326984351,2,9071,96,46,15,0,0,4000
2429.0833344013186,4,9143,105,53,17,3,1,12000
2180.346530347683,2,12785,73,54,18,3,0,6000
3278.6299711912784,5,9300,119,50,16,0,0,9000
2378.9067836702384,4,8394,72,50,17,3,0,4000
2540.0837580603456,5,9695,70,50,16,0,1,12000
3629.902133393036,6,8613,87,48,13,3,1,11000
3053.699506363618,1,13645,82,53,15,0,1,7000
2298.0449032040647,4,9888,66,54,18,3,1,9000
2427.6066787167842,11,NA,88,57,18,0,1,10000
1965.704673809787,0,9225,77,52,21,3,0,5000
3122.981611293892,9,7203,87,46,17,0,0,8000
4529.0625543266015,3,10445,93,38,14,0,0,8000
3366.691498351228,2,10270,82,40,12,0,0,6000
3389.8030437450952,8,11053,119,45,15,0,0,4000
3138.082956169246,3,11985,86,45,13,0,1,13000
2646.165937606499,4,10255,99,50,21,3,0,10000
3946.9814242599296,3,10123,102,44,14,0,0,7000
1973.0587603239271,7,8166,61,56,16,0,1,5000
3018.216189235237,1,10979,70,33,7,0,1,4000
2532.1006725855345,5,7022,70,51,18,0,0,8000
2229.5012696303197,3,16110,116,61,21,0,1,8000
3590.912291396523,4,9927,86,51,15,3,1,7000
2440.1979513602864,4,16593,103,47,20,0,0,10000
2340.8624949489226,1,12663,81,54,19,3,1,8000
2678.1251753433653,4,10345,84,52,16,0,1,4000
3230.211465482386,0,11358,103,51,15,3,1,7000
2202.547944763803,7,6510,82,54,19,0,0,9000
2002.3369935581954,5,9969,78,58,19,0,1,9000
2650.8081746787566,5,12938,73,54,17,3,1,12000
3979.1616088142064,0,14924,92,38,9,0,1,10000
2447.2998361176533,3,8544,81,49,19,0,0,8000
2567.2617611475844,2,8522,69,44,15,0,1,13000
3377.149457687705,2,11886,82,47,14,0,1,12000
1912.626277176076,5,8598,76,55,18,0,1,5000
3941.0957043059107,1,14030,98,50,14,3,1,11000
4012.522159250307,4,10238,84,46,13,0,1,5000
2519.7756120527524,9,6163,95,51,18,0,0,10000
2761.587925413047,5,10643,118,44,15,0,0,2000
1736.2475323341448,1,10075,67,61,20,0,1,5000
3897.7043691640883,4,10396,93,39,5,0,1,12000
3669.442934025982,2,12335,109,39,10,0,1,11000
2117.8691379031416,4,9169,75,52,20,0,0,11000
2131.600996665983,4,8835,68,51,16,0,0,6000
3251.0219611524876,0,9224,90,42,13,0,0,1000
2408.6433839999117,2,9408,67,44,16,0,0,9000
3114.2346174756794,0,14569,99,50,17,0,0,9000
2583.9460020664937,2,9296,99,46,18,0,0,8000
3647.2062686560503,1,10253,74,44,15,0,0,10000
2734.2645970236695,11,6316,67,38,13,3,0,4000
2023.8881041319646,1,8684,58,51,17,0,1,8000
1945.3990414498226,2,11212,90,59,22,0,0,6000
2497.3541374962824,3,12656,99,54,17,0,1,6000
2690.046358994047,6,7717,52,42,13,3,0,3000
3097.6000860707218,2,11710,89,46,16,3,0,1000
3455.854465520599,4,8629,70,46,13,0,NA,12000
2856.2935106623445,2,9386,70,35,8,3,1,5000
3760.5038786853015,0,11734,94,48,13,0,1,7000
3213.8474344318997,5,9981,82,51,16,3,1,13000
2236.902424359227,1,10808,87,53,19,0,0,6000
2368.740897462119,2,14797,100,59,20,0,1,4000
2441.288290661219,3,8305,100,53,19,3,1,9000
3139.647292207889,10,13783,84,45,11,0,1,8000
2456.7722545785346,0,10251,67,52,17,0,1,9000
2843.1297377327223,6,6918,89,35,10,3,0,7000
3572.6683897333664,12,4744,70,20,4,0,0,7000
3070.609576362856,5,7811,97,50,16,3,1,11000
2403.8763544122057,1,17782,92,61,23,0,0,5000
2709.913742967362,5,8228,65,24,8,0,0,6000
3731.513303096296,3,13603,124,52,17,0,1,11000
3506.2213993550185,0,15363,105,44,15,0,0,1000
2520.5532116535815,4,8714,75,47,11,0,1,8000
3471.1598471458187,4,7949,61,28,5,3,1,8000
2577.6706774048466,5,7591,62,51,13,3,1,4000
2704.139274229415,3,9549,119,50,18,0,0,7000
2848.6852610853152,2,14252,105,46,17,0,0,7000
3009.254037120443,8,7571,92,50,16,0,1,13000
3035.5007791447006,1,10630,114,52,18,0,0,9000
2326.5782068101375,1,11020,94,52,19,0,0,2000
3387.786161121903,2,9727,82,43,12,0,0,7000
2302.260232258757,3,10519,90,58,20,0,1,6000
3607.047956349181,2,13568,98,42,10,0,1,11000
3236.0809333290817,6,8426,72,56,15,0,1,9000
3464.0365322963553,3,11453,97,38,13,0,0,2000
2003.511399786888,2,11436,99,62,20,0,1,4000
2965.004210336176,2,8686,110,48,18,0,0,7000
2567.0147205209346,5,8524,66,52,17,0,1,11000
2696.097502375311,1,10127,85,52,16,3,1,9000
1967.7193053743679,1,10211,77,58,19,0,1,10000
3348.433273626298,2,16555,100,55,18,0,1,8000
3214.92087065912,5,12255,73,32,14,0,0,8000
1767.3150366845016,2,9541,95,65,24,6,0,3000
3425.7187627097046,3,10450,93,42,14,3,0,3000
3181.2856442004877,2,9149,75,44,13,0,0,7000
2231.188866005494,3,8413,72,49,19,0,0,8000
4292.09303792965,0,16962,108,36,13,0,0,9000
3137.2874644680855,4,13783,86,45,11,0,1,6000
3301.738988403303,4,8870,92,48,14,0,1,8000
2956.610629706665,2,10499,127,65,18,0,1,11000
2975.4290467009423,0,11819,89,46,15,0,0,9000
2821.268858255711,1,13154,105,40,15,0,0,6000
3276.63711070767,2,8538,79,46,14,0,1,7000
1732.4792407536727,6,9605,57,64,21,3,1,10000
2177.9044082634314,17,3878,50,31,6,0,1,8000
3221.8293632026493,6,11208,99,40,13,0,0,5000
3063.487186059708,1,13858,96,37,10,0,1,8000
3568.271942891476,11,6672,94,40,12,0,1,10000
1976.3088628278497,3,7226,74,51,19,0,0,5000
3818.856150111268,8,10081,94,42,12,3,1,12000
2844.230631986239,5,8487,86,46,13,3,1,4000
2610.1008030109288,3,8314,110,48,16,3,0,7000
4597.380462848561,3,15882,104,30,5,0,1,8000
2495.3489899213455,6,9806,93,53,17,0,0,12000
2391.9125904238626,1,18330,114,63,23,3,1,10000
4206.97695367355,2,12432,100,37,12,0,0,2000
3755.973062503861,0,11307,80,45,13,3,0,10000
2952.740214003556,3,9757,81,46,14,0,1,9000
2992.751886292985,0,12959,100,41,15,0,0,5000
3024.766954557166,4,7666,77,35,12,0,0,8000
2754.3125833356285,2,14814,113,63,19,0,1,3000
1540.0255619416978,4,9801,67,60,22,0,1,7000
2915.3361817925943,4,13816,96,35,9,0,0,4000
3242.9272667063888,3,16166,92,31,10,3,0,3000
3494.835451261837,7,15942,89,45,14,0,1,7000
2723.978158708782,1,9402,79,51,16,0,1,3000
2289.7235907260238,0,12735,65,57,24,0,0,1000
3383.4155022107266,0,15164,79,45,14,0,0,8000
1976.1397165617432,7,7513,76,60,22,3,1,13000
3055.34178390881,0,9663,72,45,14,3,1,11000
2921.8422930461447,4,14726,91,45,14,0,0,5000
4069.795855894954,1,16509,95,45,12,0,1,8000
3918.9376251443214,6,10562,129,48,16,0,1,12000
3958.9603833719298,4,10445,60,27,5,0,0,11000
2775.830957630371,11,5236,62,53,15,0,1,8000
1663.3703745570497,8,8212,63,53,18,0,0,5000
2435.1237935099816,6,12511,122,53,20,0,0,5000
2591.791335994869,13,NA,104,48,17,0,0,10000
3253.266454811177,4,8394,77,35,7,0,1,9000
3546.9330707075064,6,9753,87,40,11,0,1,10000
2504.495457179459,4,12913,88,59,19,0,NA,12000
3397.312667142667,1,10819,99,29,5,0,0,7000
5165.55696134453,7,8907,97,33,6,3,1,8000
3100.4960880699255,2,8316,83,39,9,3,1,8000
1873.9328743192048,2,9788,68,63,24,0,0,9000
2767.782175046529,4,8581,82,45,13,3,1,5000
2563.4182945089938,9,6377,92,56,16,0,1,11000
1724.7470913389875,2,8583,54,62,23,6,0,6000
3224.586193974122,2,14712,91,40,12,3,0,5000
2771.6295839202235,2,8501,96,51,18,0,0,5000
3052.4917085755483,4,11223,82,40,13,0,0,2000
3000.8533811867014,1,9050,78,48,15,0,1,5000
2723.817485498916,8,5863,94,48,15,0,0,5000
2838.148861809833,1,8627,67,42,12,0,0,5000
3250.649967945559,4,7806,100,44,12,0,1,13000
2874.0946647913156,3,9609,61,48,15,3,0,9000
2244.4854438700977,6,7531,103,55,18,3,1,9000
2182.0563840133264,7,7472,96,64,22,0,1,12000
2151.728713091868,5,8968,85,61,21,3,1,9000
1792.8489588183188,7,7049,72,56,22,0,0,4000
2951.7473193421993,2,8807,78,31,8,3,0,9000
1692.6564256705087,2,9343,69,55,22,6,0,4000
2397.7643432385175,4,8827,111,54,20,0,0,11000
3331.0492468732537,8,6308,82,41,15,3,0,12000
3637.268689925838,10,NA,88,42,14,6,0,8000
2818.6604356913217,3,7301,63,35,11,0,0,2000
3367.2311617376818,5,11462,93,47,11,3,1,8000
3779.66336818289,7,7768,97,48,12,0,1,10000
4354.222659934041,4,15318,130,32,8,0,0,7000
2454.658408485465,3,8991,64,33,10,0,0,7000
2549.6821293532134,5,10176,99,49,18,0,0,7000
2980.655926053758,1,12217,104,38,10,0,1,6000
2444.1486548835182,5,7456,107,45,15,0,0,8000
4177.386169775678,2,11819,93,56,14,0,1,4000
2379.661578571908,6,13194,95,43,19,0,0,4000
2661.119504917317,2,11603,85,48,15,0,0,4000
3573.7119959659904,1,9100,74,53,13,3,1,7000
3342.4600761877664,5,12940,91,37,14,0,0,11000
1245.9376651498658,8,7821,76,58,22,3,0,3000
1494.4784845589206,12,6428,79,55,20,0,1,9000
1543.544221761383,5,9199,74,58,21,3,0,6000
3536.691927662859,0,11085,78,43,13,3,1,7000
3600.61609107543,0,12364,86,34,13,0,0,4000
4006.1698112709682,0,14917,108,53,13,3,1,10000
3321.6874372331054,5,7719,89,43,15,0,0,9000
3363.5725155566024,2,8971,79,38,9,0,1,5000
2049.91462600407,11,10058,87,65,21,0,1,8000
3022.82596043669,0,11416,57,37,14,3,0,4000
2004.2262963467283,4,8318,70,62,20,0,1,9000
2094.4515161626696,1,10959,81,63,22,3,1,4000
3300.9155499469734,1,16821,100,49,18,3,0,4000
2443.0013555130195,4,13376,84,57,18,3,1,9000
1817.7700228683968,5,11089,65,66,23,0,1,4000
4185.7349083546105,8,11172,93,42,11,0,1,8000
3509.9925967954428,5,16075,113,39,12,0,0,3000
3431.0645372230565,2,9871,82,52,15,0,1,12000
2985.1791541716216,1,9091,104,47,17,0,0,3000
1997.3877519486157,6,8811,68,53,18,3,1,13000
3198.806447048721,3,10958,84,49,15,0,1,4000
2975.1193093210964,8,8542,85,58,18,0,1,13000
2693.342308799717,1,9586,74,49,16,0,0,5000
2613.54341878113,5,7834,76,43,15,0,0,8000
2499.783883325361,5,13672,89,53,19,0,1,11000
2650.2138021921364,1,11468,74,56,15,3,NA,7000
2925.27537175093,3,8079,76,24,6,0,0,4000
1930.1087082724694,0,17184,81,61,22,3,1,5000
4002.40582573135,2,11136,96,41,8,0,1,12000
2544.026550555999,4,9127,94,44,19,0,0,11000
2482.3444820059863,3,8073,104,61,20,0,1,10000
2815.3899071001088,0,10354,60,31,9,0,0,4000
4298.562795105277,2,11006,115,38,12,0,0,6000
3071.6651334915555,0,12867,109,41,11,0,1,11000
3946.3610313316335,6,14059,108,36,11,0,0,7000
2504.956558714474,0,11417,73,57,19,0,0,8000
3685.3939894655273,2,20038,121,58,18,0,1,6000
2055.0568377019054,4,7796,88,52,19,0,1,7000
2498.275935797015,3,8134,83,44,15,0,NA,11000
1951.6435230048376,6,7496,89,43,10,0,1,5000
2552.5131201026547,5,8647,82,55,18,0,1,5000
3065.7191703385092,0,12444,79,43,15,3,0,2000
2495.365881336881,0,10670,88,50,19,0,0,9000
6058.250130391635,0,19493,138,26,7,0,0,1000
2638.892577799683,6,11344,122,48,18,0,0,2000
3027.7800320724123,1,16922,97,57,18,0,NA,10000
2232.9852251574594,3,8309,68,57,18,0,1,8000
2600.690225910677,1,10137,80,28,10,0,0,6000
2223.742374258229,2,16325,94,55,18,0,1,6000
2786.877135757633,3,9311,80,46,15,0,1,8000
3956.45154883961,2,9600,79,40,11,0,1,5000
3274.5319523759986,3,11422,72,50,12,0,1,12000
3559.2151435911114,4,9611,83,43,12,0,1,6000
2334.5194859043722,1,10670,73,58,16,0,1,10000
3175.273387660964,1,10151,88,34,8,3,1,11000
2426.4033711609295,1,8727,69,54,16,0,1,13000
2143.298374368504,4,10055,80,59,21,0,1,11000
4801.5629297219775,0,12080,92,24,6,3,0,1000
2441.6455244106055,4,10300,78,53,16,0,1,5000
3650.995350135508,1,8796,108,44,12,0,1,6000
2504.764178869948,0,17244,74,48,15,0,0,2000
2491.020045611954,6,6189,67,45,16,3,0,9000
1939.1138213014926,7,8332,74,55,20,0,0,11000
2391.462400607508,4,11057,98,52,18,0,1,8000
3450.4372045302644,3,11720,NA,46,12,0,1,5000
2017.4245658767811,3,12461,83,49,18,0,1,7000
3503.198063138516,4,9185,68,40,13,3,0,8000
3687.9351826536245,0,11533,88,39,13,0,0,5000
2801.742110420853,3,12865,84,34,11,3,0,3000
2938.845460066127,4,10672,87,49,14,0,1,6000
2566.2713953348452,4,8368,94,51,17,3,0,3000
1725.0474966338577,6,7784,68,56,20,0,0,5000
3596.865741862755,2,12446,102,49,15,0,1,6000
3006.685782388561,1,15301,79,39,12,0,0,2000
3884.3679108272095,5,13577,101,37,11,3,0,7000
3292.1908706123554,5,12082,94,37,9,3,1,9000
3805.8377656252783,5,6881,80,48,14,0,1,11000
2240.280763294679,3,14768,98,55,20,3,1,12000
1920.7816560769063,1,9157,NA,60,18,3,1,4000
2510.5966709640184,5,8048,64,50,17,0,0,2000
3747.3794735337,0,10385,97,46,14,3,1,11000
3367.7402968596375,4,11268,118,41,14,0,0,5000
2958.8703567031894,4,8119,68,49,15,0,1,9000
2378.6179010150236,3,8254,74,47,17,0,0,2000
3616.3062160771087,7,16450,89,44,14,0,1,11000
4886.776992930977,1,10324,77,38,13,0,0,3000
3079.668419427019,3,9129,82,39,13,3,0,9000
1586.4975077450015,4,10057,81,60,20,0,1,13000
3649.215499942916,8,8703,99,43,13,3,1,8000
3885.6368385042915,3,11036,84,33,6,3,1,8000
2455.3833798426276,3,8971,89,49,18,3,0,8000
2568.665167847939,2,9048,74,46,13,0,1,8000
2799.4307022129474,5,12734,75,54,17,0,1,10000
3262.0582030507358,0,14701,83,47,11,0,1,11000
2178.5974619289996,1,11140,77,46,17,0,0,4000
2185.777354164524,7,8404,76,68,22,0,1,12000
2487.170865110677,2,11327,89,57,19,0,1,12000
3258.792206027705,3,8988,88,48,16,0,1,10000
1865.9450693302572,15,3515,67,41,9,0,1,9000
3254.450370445328,3,11917,75,39,16,0,0,11000
3224.5670200802942,3,8771,97,47,12,0,1,8000
3275.636737967633,5,9806,94,55,15,0,1,8000
3744.7003901245876,0,12709,111,44,14,0,0,10000
3124.619309642869,6,10057,90,51,11,3,1,5000
2755.8411478284734,6,9008,111,51,16,0,1,9000
2629.377253796572,0,9998,79,44,14,3,0,8000
1372.9626501560417,9,5673,86,59,22,0,0,2000
4651.628250689853,2,11507,118,34,13,3,0,9000
3359.510951588526,5,8927,85,42,10,0,1,7000
3258.471750433821,7,10851,67,35,10,0,0,4000
1582.1826695178345,5,8683,76,50,20,3,0,7000
1796.157229646825,3,9947,66,48,19,3,0,2000
4562.747106618051,2,9178,91,39,10,0,1,6000
2909.6289246149404,2,11293,77,51,15,0,1,9000
3133.0854307182817,7,8843,100,34,10,3,0,5000
2399.070543920296,1,8541,83,55,17,0,1,11000
2322.009852980204,8,6226,55,46,16,0,0,5000
4094.1765506462584,0,10129,78,45,9,0,1,6000
3087.2988228613967,6,12714,117,44,15,0,0,9000
3308.344395733004,1,10076,87,34,7,3,1,6000
3939.0085143481574,1,11301,97,42,13,0,0,8000
2907.085030798849,3,11464,82,34,13,0,0,2000
2908.6255160571054,5,9367,91,50,15,0,1,8000
2181.7342771383405,6,9256,94,59,18,3,1,7000
2864.5396984304966,4,13511,113,54,19,3,0,11000
4808.782758853398,4,11373,102,40,12,0,1,12000
2911.788402197396,2,9244,74,41,14,6,0,2000
3279.5448146166036,1,15168,105,52,16,3,1,4000
3378.491311386324,1,12363,124,47,16,0,0,3000
3314.040471207984,6,6809,72,34,11,0,0,10000
3042.2834712185254,1,10192,84,52,16,0,1,7000
2278.588255604519,4,9411,74,52,19,0,1,9000
1662.1912825331897,5,7621,53,48,15,0,0,5000
2687.0024476720478,2,14574,112,57,21,0,0,3000
2354.3147083726935,7,8033,61,56,16,0,1,5000
2194.5065307996915,0,15133,95,53,18,3,1,12000
3086.8934254072133,3,8978,92,45,14,0,0,5000
1682.4555014004227,4,8876,67,51,19,0,0,7000
2606.2332754379404,2,10493,74,53,16,0,1,4000
2338.775772161408,14,4779,71,32,10,0,0,6000
2801.8987296881346,3,16537,101,60,17,3,1,4000
2904.7166730456543,3,9022,102,29,9,0,0,5000
2861.467610788325,9,7987,76,55,15,3,1,11000
2800.425394541997,1,10323,58,45,16,0,0,7000
2832.1883148446877,6,8186,NA,35,13,6,0,10000
2957.6691613933804,2,13485,100,43,13,0,1,7000
2121.367860250158,7,11398,110,53,22,3,0,4000
2314.0838951178107,3,10880,65,50,15,0,1,8000
4610.0666109322265,7,12061,71,42,11,0,1,10000
3193.795322914392,1,9834,106,47,14,3,1,3000
3706.567427294472,3,12660,77,43,15,0,0,5000
2266.3056804155126,4,8338,98,50,20,0,0,5000
3465.1543813673698,5,9515,90,38,11,3,0,3000
3330.4283372245186,2,12933,79,50,15,0,1,4000
3384.7384591186647,10,5929,60,44,13,0,1,5000
4582.199467878228,1,9291,107,39,14,0,0,3000
3593.8048191699195,2,12037,100,37,9,0,1,11000
2284.7116484432636,2,10724,91,53,18,0,1,12000
3135.016875288061,1,11928,89,44,14,0,1,8000
2672.0091607200984,1,8272,74,49,14,0,1,10000
3013.5021849691334,0,9073,53,35,10,0,0,7000
2741.235978002316,4,9630,82,53,16,0,1,8000
2893.9594066518075,3,9950,81,31,11,0,0,5000
2223.9330434448107,1,11709,79,63,19,0,1,12000
2527.000713442296,5,14670,84,41,16,3,0,8000
4415.299208198507,4,8544,80,39,9,0,1,7000
3060.521791063315,2,8308,61,40,13,3,0,3000
2335.6265196782674,2,10677,76,43,13,0,1,12000
2852.869014116026,13,5597,111,49,15,3,1,13000
2412.966810683645,7,7278,61,41,13,3,0,3000
3093.9412945651466,2,9613,75,49,14,0,1,5000
2106.979960459344,10,6124,71,53,16,0,1,7000
1547.1645854958845,2,9027,74,54,19,0,0,9000
3511.711369584702,5,8988,61,40,14,0,0,11000
2054.930370844009,5,9999,83,53,19,3,0,3000
1747.9092815961205,8,8060,80,48,20,3,0,7000
1970.1294096251506,10,7996,96,49,21,0,0,4000
3145.1658614715616,2,9012,73,48,14,0,1,7000
2924.9562865892285,13,5048,108,49,12,0,1,13000
3331.8619546746418,2,12408,89,47,16,0,0,8000
3485.403754730164,2,11081,93,38,10,3,0,11000
3143.1875412205204,3,13589,99,49,16,0,1,8000
3744.4353057481953,1,14745,86,43,11,0,1,6000
2215.3733307553066,1,10341,77,60,21,0,1,8000
3451.420069982952,5,10336,103,43,11,0,1,5000
2919.2379694094693,4,10940,107,49,19,0,0,7000
4054.3164270161096,0,12372,103,30,7,0,0,7000
3487.771569092856,4,7342,70,41,15,3,0,10000
4179.442192299995,6,8111,104,40,11,0,1,13000
1659.5751076771999,5,8296,53,58,20,3,1,5000
3851.0611919979474,7,15705,95,46,14,3,1,7000
3033.335113793983,1,8778,66,48,17,0,0,4000
2299.7269732317927,5,9196,67,43,17,3,0,9000
2360.9402070658834,5,9024,62,50,17,3,1,7000
2162.212026430262,3,10987,66,53,16,0,1,11000
1802.8671135509671,6,7664,76,53,21,0,0,11000
3309.419426645672,4,11313,108,49,15,3,1,6000
3005.10137002201,6,9061,88,50,17,0,0,10000
3328.629216522363,2,12834,84,41,10,0,1,4000
2775.2893661237226,2,19147,131,64,20,0,1,9000
3252.6092244356355,3,11056,106,39,7,0,1,9000
3096.7997432805428,4,16236,104,52,18,0,1,13000
3022.6055654019497,0,10294,72,38,11,0,0,9000
2232.248470666718,6,9682,102,50,17,3,0,4000
2826.640177944651,10,6335,60,38,13,0,0,5000
3288.238636350719,1,10983,79,36,13,0,0,8000
3695.0269377480636,0,11126,92,47,13,3,1,7000
4781.746290672611,5,9994,102,45,12,0,1,12000
1805.6338923774913,3,8273,75,59,21,0,1,7000
1903.2305634972158,4,9568,58,65,19,0,1,11000
2165.1963254756533,3,11201,70,69,24,0,1,10000
3389.2648204596994,3,7641,67,38,13,3,0,10000
1905.3571818183896,2,8582,91,53,21,0,0,8000
3292.718897732363,3,10773,68,51,15,0,1,4000
1910.0588685861144,3,8572,101,58,20,0,1,10000
2528.0743683310675,8,13010,83,60,19,3,1,7000
2067.3527833932735,3,9716,72,49,16,0,0,7000
2737.7538775535154,3,10343,74,47,15,0,1,13000
2985.792354942275,7,9988,63,43,13,0,1,11000
2919.7036656890677,2,10695,72,44,14,3,0,7000
3279.869006298989,2,13742,75,30,12,3,0,5000
3057.548358563998,4,8671,94,58,18,3,1,11000
2801.7116955039596,9,5119,55,33,10,0,0,5000
2849.3422796470772,6,6665,70,42,10,0,1,5000
2447.372178809768,4,7792,78,44,13,3,1,6000
2244.572775207706,1,9626,71,58,19,3,1,9000
2795.3610542165084,0,11054,110,51,15,0,1,10000
2967.4371480854848,3,8658,71,52,15,0,1,10000
2526.879384333957,0,9784,92,55,19,0,0,10000
2560.5889487054446,5,8906,74,34,8,0,1,4000
2260.20782859733,1,10986,63,47,17,3,0,3000
3325.939059823956,0,16054,118,49,16,0,1,12000
2641.196983928599,5,7164,75,47,12,3,1,13000
3784.862992090816,3,9088,81,41,13,0,0,11000
2907.277864150235,5,9246,108,49,16,0,1,7000
2746.6991497774447,1,8336,79,32,13,3,0,9000
2701.656572598326,1,14014,88,50,18,0,0,8000
2905.743804393761,4,9511,85,42,12,0,0,6000
4172.283595531228,1,10290,94,30,6,0,0,8000
3875.110713124779,0,12375,127,45,15,0,0,8000
2233.5845478237393,4,8613,83,53,16,0,1,12000
3577.3029287713957,4,13389,91,53,14,0,1,5000
2948.305928118401,1,11800,105,50,16,0,1,11000
3380.2456392033378,3,9786,84,33,8,0,1,10000
2053.0094651343516,0,11024,95,55,20,3,0,7000
2173.047326356598,1,9420,94,49,17,0,0,10000
3389.1470215704617,3,8606,83,31,10,0,0,5000
2710.468209448654,3,10366,73,46,11,0,1,4000
2167.5197210349447,7,7804,68,55,19,0,1,10000
1938.937803970877,1,9507,63,53,22,0,0,1000
3773.7742323064563,5,9680,93,42,10,0,1,7000
3430.891140719702,1,20296,109,51,17,3,0,9000
1467.0564993320638,11,5294,76,55,19,3,0,6000
3069.669332607355,3,12324,105,51,17,3,0,7000
2948.110895740383,2,9019,84,42,12,0,1,3000
3144.2995092007477,1,13352,91,54,19,0,0,5000
2122.1895097392376,0,13708,87,60,20,0,1,10000
3825.981883929492,3,NA,110,39,10,0,0,9000
3588.9924619157086,2,10806,107,46,11,0,1,12000
3933.2932596146593,2,8831,79,40,8,0,1,8000
3146.9573925077043,4,9600,59,43,13,3,1,5000
2207.637778938911,1,9860,81,56,23,3,0,3000
4508.920538180649,1,18155,128,35,6,0,1,6000
